Year,Month,Supply Number,Total KWh,Bill Type,Label,Total Rainfall (mm),Mean Temperature (°C),Total Sunny Days
2014,4,21915458,2390,Final,School/Nursery,48.500000000000014,14.196666666666664,12
2014,8,21747152,0,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21790694,0,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21826495,0,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21933152,0,Estimated,Municipal Services,14.199999999999998,27.05333333333333,26
2014,8,21691108,1000,Final,Sports Facility,14.199999999999998,27.05333333333333,26
2014,8,21692465,1225,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21744101,633,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21747749,1165,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21821752,710,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21574054,0,Estimated,Sports Facility,14.199999999999998,27.05333333333333,26
2014,8,21917226,0,Estimated,Parks & Cultural Sites,14.199999999999998,27.05333333333333,26
2014,8,21571284,0,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21574042,0,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21730886,0,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21826148,0,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21906515,0,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21923295,507,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21586062,2351,Final,Sports Facility,14.199999999999998,27.05333333333333,26
2014,8,21699195,553,Final,Sports Facility,14.199999999999998,27.05333333333333,26
2014,8,21730449,297,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21574046,1218,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21581403,1000,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21810010,0,Estimated,Sports Facility,14.199999999999998,27.05333333333333,26
2014,8,21798583,600,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21804616,2000,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21908054,2040,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,92400110,400,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,92404221,1600,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,92409020,920,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,20142856,0,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,20213044,1120,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,20172054,410,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21915458,1164,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21904842,920,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,12,21747152,0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21790694,0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21826495,0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21933152,0,Estimated,Municipal Services,160.50000000000003,7.536666666666664,11
2014,12,21691108,2584,Final,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21692465,3528,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21744101,4468,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21747749,4936,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21821752,4400,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21574054,0,Estimated,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21917226,0,Estimated,Parks & Cultural Sites,160.50000000000003,7.536666666666664,11
2014,12,21933369,0,Estimated,Parks & Cultural Sites,160.50000000000003,7.536666666666664,11
2014,12,21571284,0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21574042,0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21730886,0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21826148,0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21906515,0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21923295,634,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21586062,4364,Final,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21699195,3702,Final,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21730449,657,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21574046,2850,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21581403,2239,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21810010,0,Estimated,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21792422,5080,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21798583,3880,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21908054,5480,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,92400110,2320,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,92404221,3400,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,92409020,4480,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,20142856,0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,20213044,3360,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,20172054,6369,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,20213318,2520,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21915458,1810,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21904842,5440,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,2,21747152,2499,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21790694,1820,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21826495,1369,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21691108,1000,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,21692465,3595,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21744101,4809,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21747749,3834,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21821752,4223,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21574054,4,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,21917226,3979,Final,Parks & Cultural Sites,34.9,8.64285714285714,9
2014,2,21574042,3976,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21730886,2874,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21826148,1654,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21906515,2310,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21923295,0,Estimated,School/Nursery,34.9,8.64285714285714,9
2014,2,21586062,5661,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,21699195,2957,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,21730449,496,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21574046,1645,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21581403,2969,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21798583,2800,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21804616,4880,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,92400110,1840,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,92404221,5280,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,92409020,3400,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21810010,2354,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,20199113,4363,Final,Parks & Cultural Sites,34.9,8.64285714285714,9
2014,2,20142856,1594,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,20170967,1400,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,20213044,3240,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,20172054,2441,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21915458,2260,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21904842,5800,Final,School/Nursery,34.9,8.64285714285714,9
2014,1,21691108,500,Final,Sports Facility,53.1,7.226666666666669,9
2014,1,21692465,3163,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21744101,4525,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21747749,4062,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21821752,3886,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21811728,0,Estimated,Parks & Cultural Sites,53.1,7.226666666666669,9
2014,1,21586062,2022,Final,Sports Facility,53.1,7.226666666666669,9
2014,1,21699195,5391,Final,Sports Facility,53.1,7.226666666666669,9
2014,1,21730449,642,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21574046,2767,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21581403,2300,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21792422,0,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,1,21798583,3400,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21908054,0,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,1,92400110,3840,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,92404221,3920,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,92409020,4840,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20142856,1449,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20170967,3240,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20213044,3520,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20131501,435,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20176086,1656,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20183403,1084,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20172054,2383,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21820940,0,Estimated,Hospital/Medical Facility,53.1,7.226666666666669,9
2014,1,21823855,0,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,1,21915458,2740,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21904842,5840,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20134283,0,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,1,20170509,0,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,7,21816393,0,Estimated,Parks & Cultural Sites,20.4,26.250000000000004,28
2014,7,21691108,1000,Final,Sports Facility,20.4,26.250000000000004,28
2014,7,21692465,1306,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21744101,1319,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21747749,1014,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21821752,595,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21811728,17,Final,Parks & Cultural Sites,20.4,26.250000000000004,28
2014,7,21586062,2816,Final,Sports Facility,20.4,26.250000000000004,28
2014,7,21699195,1579,Final,Sports Facility,20.4,26.250000000000004,28
2014,7,21730449,734,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21574046,1104,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21581403,1220,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21810010,875,Final,Sports Facility,20.4,26.250000000000004,28
2014,7,21792422,3960,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21798583,1680,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21804616,4640,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21908054,2920,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,92400110,1440,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,92404221,2080,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,92409020,1720,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,20199113,0,Estimated,Parks & Cultural Sites,20.4,26.250000000000004,28
2014,7,20142856,0,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20213044,1800,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,20131501,0,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20186158,0,Estimated,Municipal Services,20.4,26.250000000000004,28
2014,7,20161841,0,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20176086,0,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20183403,0,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20172054,666,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21820940,1385,Final,Hospital/Medical Facility,20.4,26.250000000000004,28
2014,7,21675569,0,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,21823855,1138,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21915458,1160,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21904842,1520,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,20134283,2503,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,20170509,918,Final,School/Nursery,20.4,26.250000000000004,28
2014,6,21747152,1625,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21790694,1455,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21826495,1267,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21691108,1000,Final,Sports Facility,20.0,23.963333333333328,25
2014,6,21692465,2114,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21744101,3001,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21747749,3057,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21821752,2823,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21574054,3,Final,Sports Facility,20.0,23.963333333333328,25
2014,6,21917226,1854,Final,Parks & Cultural Sites,20.0,23.963333333333328,25
2014,6,21571284,0,Estimated,School/Nursery,20.0,23.963333333333328,25
2014,6,21574042,3162,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21730886,2491,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21826148,1206,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21906515,1848,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21923295,0,Estimated,School/Nursery,20.0,23.963333333333328,25
2014,6,21586062,3584,Final,Sports Facility,20.0,23.963333333333328,25
2014,6,21699195,2420,Final,Sports Facility,20.0,23.963333333333328,25
2014,6,21730449,762,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21574046,2228,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21581403,1718,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21792422,5160,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21798583,2120,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21804616,4640,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21908054,4160,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,92400110,1520,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,92404221,2360,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,92409020,3080,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,20199113,3362,Final,Parks & Cultural Sites,20.0,23.963333333333328,25
2014,6,20142856,3000,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,20213044,3240,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,20131501,552,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,20186158,5723,Final,Municipal Services,20.0,23.963333333333328,25
2014,6,20176086,724,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,20172054,1277,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21915458,1950,Final,School/Nursery,20.0,23.963333333333328,25
2014,6,21904842,2840,Final,School/Nursery,20.0,23.963333333333328,25
2014,3,21816393,0,Estimated,Parks & Cultural Sites,92.7,11.31,15
2014,3,21820783,0,Estimated,Parks & Cultural Sites,92.7,11.31,15
2014,3,21691108,2000,Final,Sports Facility,92.7,11.31,15
2014,3,21692465,3221,Final,School/Nursery,92.7,11.31,15
2014,3,21744101,4117,Final,School/Nursery,92.7,11.31,15
2014,3,21747749,3559,Final,School/Nursery,92.7,11.31,15
2014,3,21821752,4243,Final,School/Nursery,92.7,11.31,15
2014,3,21811728,60,Final,Parks & Cultural Sites,92.7,11.31,15
2014,3,21586062,4355,Final,Sports Facility,92.7,11.31,15
2014,3,21699195,5000,Final,Sports Facility,92.7,11.31,15
2014,3,21730449,947,Final,School/Nursery,92.7,11.31,15
2014,3,21574046,2610,Final,School/Nursery,92.7,11.31,15
2014,3,21581403,2568,Final,School/Nursery,92.7,11.31,15
2014,3,21792422,6760,Final,School/Nursery,92.7,11.31,15
2014,3,21798583,3520,Final,School/Nursery,92.7,11.31,15
2014,3,92400110,2320,Final,School/Nursery,92.7,11.31,15
2014,3,92404221,3320,Final,School/Nursery,92.7,11.31,15
2014,3,20199113,0,Estimated,Parks & Cultural Sites,92.7,11.31,15
2014,3,20142856,1408,Final,School/Nursery,92.7,11.31,15
2014,3,20170967,1320,Final,School/Nursery,92.7,11.31,15
2014,3,20213044,3080,Final,School/Nursery,92.7,11.31,15
2014,3,20186158,0,Estimated,Municipal Services,92.7,11.31,15
2014,3,20161841,0,Estimated,School/Nursery,92.7,11.31,15
2014,3,20176086,0,Estimated,School/Nursery,92.7,11.31,15
2014,3,20183403,0,Estimated,School/Nursery,92.7,11.31,15
2014,3,20172054,3027,Final,School/Nursery,92.7,11.31,15
2014,3,21820940,1618,Final,Hospital/Medical Facility,92.7,11.31,15
2014,3,21823855,1655,Final,School/Nursery,92.7,11.31,15
2014,3,21915458,2595,Final,School/Nursery,92.7,11.31,15
2014,3,20134283,3140,Final,School/Nursery,92.7,11.31,15
2014,3,20170509,1274,Final,School/Nursery,92.7,11.31,15
2014,5,21691108,1500,Final,Sports Facility,10.3,19.05666666666667,18
2014,5,21692465,2426,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21744101,2796,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21747749,3485,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21821752,2911,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21811728,0,Estimated,Parks & Cultural Sites,10.3,19.05666666666667,18
2014,5,21586062,3333,Final,Sports Facility,10.3,19.05666666666667,18
2014,5,21699195,2832,Final,Sports Facility,10.3,19.05666666666667,18
2014,5,21730449,545,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21574046,2123,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21581403,1506,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21792422,3760,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21798583,2400,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21804616,4160,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21908054,3400,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,92400110,1600,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,92404221,1320,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,92409020,2280,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,20142856,0,Estimated,School/Nursery,10.3,19.05666666666667,18
2014,5,20170967,1920,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,20183403,990,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,20172054,2096,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,21820940,0,Estimated,Hospital/Medical Facility,10.3,19.05666666666667,18
2014,5,21675569,0,Estimated,School/Nursery,10.3,19.05666666666667,18
2014,5,21823855,0,Estimated,School/Nursery,10.3,19.05666666666667,18
2014,5,21904842,3760,Final,School/Nursery,10.3,19.05666666666667,18
2014,5,20134283,0,Estimated,School/Nursery,10.3,19.05666666666667,18
2014,5,20170509,0,Estimated,School/Nursery,10.3,19.05666666666667,18
2014,11,21816393,0,Estimated,Parks & Cultural Sites,138.89999999999998,11.59,6
2014,11,21820783,0,Estimated,Parks & Cultural Sites,138.89999999999998,11.59,6
2014,11,21691108,3196,Final,Sports Facility,138.89999999999998,11.59,6
2014,11,21692465,2827,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21744101,3144,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21747749,3743,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21821752,3364,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21811728,62,Final,Parks & Cultural Sites,138.89999999999998,11.59,6
2014,11,21586062,4849,Final,Sports Facility,138.89999999999998,11.59,6
2014,11,21699195,3640,Final,Sports Facility,138.89999999999998,11.59,6
2014,11,21730449,603,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21574046,2696,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21581403,1971,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21810010,89,Final,Sports Facility,138.89999999999998,11.59,6
2014,11,21792422,4840,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21798583,3600,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21804616,5360,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21908054,5640,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,92400110,2080,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,92404221,2960,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,92409020,3720,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,20199113,0,Estimated,Parks & Cultural Sites,138.89999999999998,11.59,6
2014,11,20142856,1310,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,20213044,3080,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,20131501,0,Estimated,School/Nursery,138.89999999999998,11.59,6
2014,11,20186158,0,Estimated,Municipal Services,138.89999999999998,11.59,6
2014,11,20161841,0,Estimated,School/Nursery,138.89999999999998,11.59,6
2014,11,20176086,0,Estimated,School/Nursery,138.89999999999998,11.59,6
2014,11,20183403,0,Estimated,School/Nursery,138.89999999999998,11.59,6
2014,11,20172054,2978,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,20213318,3840,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21820940,1536,Final,Hospital/Medical Facility,138.89999999999998,11.59,6
2014,11,21823855,1126,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21915458,2377,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,21904842,4080,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,20134283,2974,Final,School/Nursery,138.89999999999998,11.59,6
2014,11,20170509,850,Final,School/Nursery,138.89999999999998,11.59,6
2014,10,21747152,904,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21790694,1436,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21826495,717,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21933152,1226,Final,Municipal Services,110.2,15.643333333333327,12
2014,10,21692465,3195,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21744101,3724,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21747749,4438,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21821752,4202,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21574054,0,Final,Sports Facility,110.2,15.643333333333327,12
2014,10,21917226,1549,Final,Parks & Cultural Sites,110.2,15.643333333333327,12
2014,10,21574042,2246,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21730886,1527,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21826148,1101,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21906515,1015,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21923295,0,Estimated,School/Nursery,110.2,15.643333333333327,12
2014,10,21699195,3563,Final,Sports Facility,110.2,15.643333333333327,12
2014,10,21730449,814,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21574046,3116,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21581403,1329,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21792422,4040,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21798583,2680,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21804616,3480,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,21908054,4120,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,92400110,1840,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,92404221,2240,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,92409020,2640,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,20199113,3041,Final,Parks & Cultural Sites,110.2,15.643333333333327,12
2014,10,20142856,1113,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,20213044,2560,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,20131501,339,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,20186158,5482,Final,Municipal Services,110.2,15.643333333333327,12
2014,10,20176086,718,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,20172054,2491,Final,School/Nursery,110.2,15.643333333333327,12
2014,10,20213318,0,Estimated,School/Nursery,110.2,15.643333333333327,12
2014,10,21904842,2320,Final,School/Nursery,110.2,15.643333333333327,12
2014,9,21816393,4325,Final,Parks & Cultural Sites,132.8,20.506666666666664,19
2014,9,21692465,1899,Final,School/Nursery,132.8,20.506666666666664,19
2014,9,21744101,2104,Final,School/Nursery,132.8,20.506666666666664,19
2014,9,21747749,2208,Final,School/Nursery,132.8,20.506666666666664,19
2014,9,21821752,1986,Final,School/Nursery,132.8,20.506666666666664,19
2014,9,21811728,0,Estimated,Parks & Cultural Sites,132.8,20.506666666666664,19
2014,9,21586062,4553,Final,Sports Facility,132.8,20.506666666666664,19
2014,9,21699195,2365,Final,Sports Facility,132.8,20.506666666666664,19
