Year,Month,Supply Number,Total KWh,Energy Cost,Payable Amount,Bill Type,Label,Total Rainfall (mm),Mean Temperature (°C),Total Sunny Days
2014,8,21574054,0,10.98,12.41,Estimated,Sports Facility,14.199999999999998,27.05333333333333,26
2014,8,21917226,0,151.23,176.91,Estimated,Parks & Cultural Sites,14.199999999999998,27.05333333333333,26
2014,8,21571284,0,8.73,9.87,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21574042,0,167.76,189.57,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21730886,0,117.97,133.3,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21826148,0,69.62,78.67,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21906515,0,117.12,132.34,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21923295,507,88.28,64.43,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21586062,2351,368.87,514.07,Final,Sports Facility,14.199999999999998,27.05333333333333,26
2014,8,21699195,553,120.94,159.71,Final,Sports Facility,14.199999999999998,27.05333333333333,26
2014,8,21730449,297,62.31,82.78,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21574046,1218,181.29,255.19,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21581403,1000,163.68,294.62,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21810010,0,87.14,98.47,Estimated,Sports Facility,14.199999999999998,27.05333333333333,26
2014,8,21798583,600,126.39,167.8,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21804616,2000,346.74,474.7,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21908054,2040,321.44,447.63,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,92400110,400,162.75,642.16,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,92404221,1600,258.81,358.67,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,92409020,920,168.22,228.26,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,82400215,10713,-23.24,,Final,Municipal Services,14.199999999999998,27.05333333333333,26
2014,8,82400215,11450,1526.04,1936.0,Final,Municipal Services,14.199999999999998,27.05333333333333,26
2014,8,20142856,0,138.7,156.74,Estimated,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,20213044,1120,210.22,284.06,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,20172054,410,71.8,98.13,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21915458,1164,171.25,241.61,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,8,21904842,920,196.18,259.99,Final,School/Nursery,14.199999999999998,27.05333333333333,26
2014,12,21747152,0,173.67,206.47,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21790694,0,125.73,142.07,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21826495,0,82.6,93.34,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21933152,0,158.86,185.13,Estimated,Municipal Services,160.50000000000003,7.536666666666664,11
2014,12,21691108,2584,508.49,682.01,Final,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21692465,3528,501.98,712.92,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21744101,4468,649.47,918.46,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21747749,4936,701.05,995.99,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21821752,4400,619.32,881.49,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21574054,0,9.65,10.9,Estimated,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21917226,0,113.23,133.67,Estimated,Parks & Cultural Sites,160.50000000000003,7.536666666666664,11
2014,12,21933369,0,313.85,360.27,Estimated,Parks & Cultural Sites,160.50000000000003,7.536666666666664,11
2014,12,21571284,0,101.77,115.0,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21574042,0,251.46,284.15,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21730886,0,197.24,222.88,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21826148,0,115.54,130.56,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21906515,0,133.26,150.59,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21923295,634,103.32,92.95,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21586062,4364,720.35,994.69,Final,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21699195,3702,511.59,730.89,Final,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21730449,657,112.69,154.57,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21574046,2850,414.25,585.84,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21581403,2239,328.0,527.38,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21810010,0,110.77,125.17,Estimated,Sports Facility,160.50000000000003,7.536666666666664,11
2014,12,21792422,5080,671.48,968.27,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21798583,3880,574.17,809.14,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21804616,6240,929.06,1307.71,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21908054,5480,802.33,1133.03,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,92400110,2320,427.41,1006.44,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,92404221,3400,509.33,716.06,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,92409020,4480,690.15,965.12,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,82400215,10590,1433.41,1840.0,Final,Municipal Services,160.50000000000003,7.536666666666664,11
2014,12,20142856,0,193.47,218.62,Estimated,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,20170967,7240,1404.84,1888.3,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,20213044,3360,522.78,729.7,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,20172054,6369,852.52,1226.07,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,20213318,2520,397.0,547.43,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21915458,1810,278.14,389.15,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,12,21904842,5440,796.27,1124.53,Final,School/Nursery,160.50000000000003,7.536666666666664,11
2014,2,21747152,2499,387.49,476.16,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21790694,1820,280.75,242.88,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21826495,1369,213.1,151.91,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21691108,1000,205.7,263.75,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,21692465,3595,515.32,693.73,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21744101,4809,702.11,942.5,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21747749,3834,565.17,757.55,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21821752,4223,603.1,812.37,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21574054,4,20.46,12.75,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,21917226,3979,622.45,351.38,Final,Parks & Cultural Sites,34.9,8.64285714285714,9
2014,2,21574042,3976,609.11,527.91,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21730886,2874,450.58,355.14,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21826148,1654,255.78,226.11,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21906515,2310,366.47,282.9,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21923295,0,62.09,70.16,Estimated,School/Nursery,34.9,8.64285714285714,9
2014,2,21586062,5661,792.87,1071.31,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,21699195,2957,431.03,578.74,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,21730449,496,92.12,119.57,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21574046,1645,262.02,347.2,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21581403,2969,426.58,630.25,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21792422,9240,1391.13,1088.17,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21798583,2800,454.79,600.95,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21804616,4880,823.11,1081.97,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21908054,8200,1283.13,894.73,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,92400110,1840,368.44,887.03,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,92404221,5280,750.49,1011.66,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,92409020,3400,544.43,720.86,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21810010,2354,297.77,-287.47,Final,Sports Facility,34.9,8.64285714285714,9
2014,2,82400215,16254,2081.49,2618.0,Final,Municipal Services,34.9,8.64285714285714,9
2014,2,20199113,4363,667.05,569.19,Final,Parks & Cultural Sites,34.9,8.64285714285714,9
2014,2,20142856,1594,252.91,335.31,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,20170967,1400,247.96,323.81,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,20213044,3240,517.27,687.95,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,20172054,2441,364.01,487.06,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21915458,2260,352.84,468.9,Final,School/Nursery,34.9,8.64285714285714,9
2014,2,21904842,5800,849.74,1140.05,Final,School/Nursery,34.9,8.64285714285714,9
2014,1,21816393,8012,1221.2,987.59,Final,Parks & Cultural Sites,53.1,7.226666666666669,9
2014,1,21820783,11006,1663.46,1676.89,Final,Parks & Cultural Sites,53.1,7.226666666666669,9
2014,1,21691108,500,169.56,207.61,Final,Sports Facility,53.1,7.226666666666669,9
2014,1,21692465,3163,483.92,645.02,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21744101,4525,685.34,914.86,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21747749,4062,617.51,823.86,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21821752,3886,588.52,785.63,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21811728,0,12.61,14.25,Estimated,Parks & Cultural Sites,53.1,7.226666666666669,9
2014,1,21586062,2022,353.3,462.21,Final,Sports Facility,53.1,7.226666666666669,9
2014,1,21699195,5391,753.33,1018.24,Final,Sports Facility,53.1,7.226666666666669,9
2014,1,21730449,642,116.64,151.83,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21574046,2767,415.57,555.45,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21581403,2300,350.07,537.21,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21792422,0,681.86,770.51,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,1,21798583,3400,563.4,742.39,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21804616,6720,971.52,1306.12,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21908054,0,716.7,809.87,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,1,92400110,3840,776.15,980.26,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,92404221,3920,598.03,797.45,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,92409020,4840,739.17,985.5,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,82400215,11370,1813.43,2661.69,Final,Municipal Services,53.1,7.226666666666669,9
2014,1,82400215,5430,299.31,0.0,,Municipal Services,53.1,7.226666666666669,9
2014,1,20142856,1449,248.24,325.62,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20170967,3240,496.1,661.17,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20213044,3520,553.73,737.33,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20131501,435,73.13,40.83,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20186158,5937,903.33,791.08,Final,Municipal Services,53.1,7.226666666666669,9
2014,1,20161841,11704,1763.2,1391.68,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20176086,1656,256.19,226.94,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20183403,1084,170.41,167.5,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20172054,2383,373.22,495.76,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21820940,0,158.68,266.86,Estimated,Hospital/Medical Facility,53.1,7.226666666666669,9
2014,1,21675569,0,987.69,1116.09,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,1,21823855,0,128.99,145.76,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,1,21915458,2740,432.78,574.15,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,21904842,5840,863.88,1157.33,Final,School/Nursery,53.1,7.226666666666669,9
2014,1,20134283,0,271.5,306.8,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,1,20170509,0,112.77,127.44,Estimated,School/Nursery,53.1,7.226666666666669,9
2014,7,21816393,0,285.94,323.11,Estimated,Parks & Cultural Sites,20.4,26.250000000000004,28
2014,7,21820783,0,1209.75,1367.01,Estimated,Parks & Cultural Sites,20.4,26.250000000000004,28
2014,7,21691108,1000,190.46,256.76,Final,Sports Facility,20.4,26.250000000000004,28
2014,7,21692465,1306,202.44,282.76,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21744101,1319,222.88,306.5,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21747749,1014,153.71,215.61,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21821752,595,90.72,127.12,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21811728,17,10.37,0.42,Final,Parks & Cultural Sites,20.4,26.250000000000004,28
2014,7,21586062,2816,440.97,614.79,Final,Sports Facility,20.4,26.250000000000004,28
2014,7,21699195,1579,261.09,360.42,Final,Sports Facility,20.4,26.250000000000004,28
2014,7,21730449,734,124.89,171.53,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21574046,1104,168.95,236.55,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21581403,1220,197.63,340.03,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21810010,875,127.61,-50.52,Final,Sports Facility,20.4,26.250000000000004,28
2014,7,21792422,3960,534.25,767.07,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21798583,1680,244.87,346.12,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21804616,4640,709.31,993.36,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21908054,2920,500.07,686.08,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,92400110,1440,327.78,857.64,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,92404221,2080,326.65,455.15,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,92409020,1720,325.29,439.01,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,82400215,10713,1363.21,1763.0,Final,Municipal Services,20.4,26.250000000000004,28
2014,7,20199113,0,199.6,225.55,Estimated,Parks & Cultural Sites,20.4,26.250000000000004,28
2014,7,20142856,0,138.91,156.97,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20213044,1800,310.95,425.98,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,20131501,0,31.76,35.89,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20186158,0,367.2,414.93,Estimated,Municipal Services,20.4,26.250000000000004,28
2014,7,20161841,0,472.84,534.31,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20176086,0,85.04,96.1,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20183403,0,34.91,39.45,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,20172054,666,106.0,147.33,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21820940,1385,215.6,255.11,Final,Hospital/Medical Facility,20.4,26.250000000000004,28
2014,7,21675569,0,589.65,666.3,Estimated,School/Nursery,20.4,26.250000000000004,28
2014,7,21823855,1138,178.56,222.46,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21915458,1160,181.2,252.74,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,21904842,1520,288.76,389.42,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,20134283,2503,388.41,328.06,Final,School/Nursery,20.4,26.250000000000004,28
2014,7,20170509,918,145.58,130.49,Final,School/Nursery,20.4,26.250000000000004,28
2014,6,21747152,1625,256.41,232.82,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21790694,1455,226.03,170.97,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21826495,1267,197.82,168.18,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21691108,1000,189.03,255.13,Final,Sports Facility,19.999999999999996,23.963333333333328,25
2014,6,21692465,2114,323.98,453.5,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21744101,3001,463.1,647.4,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21747749,3057,475.92,664.24,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21821752,2823,427.16,599.4,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21574054,3,19.74,12.3,Final,Sports Facility,19.999999999999996,23.963333333333328,25
2014,6,21917226,1854,290.54,280.41,Final,Parks & Cultural Sites,19.999999999999996,23.963333333333328,25
2014,6,21571284,0,10.9,12.32,Estimated,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21574042,3162,486.78,397.09,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21730886,2491,392.82,299.39,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21826148,1206,188.54,149.68,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21906515,1848,296.52,242.28,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21923295,0,49.87,56.35,Estimated,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21586062,3584,533.3,750.74,Final,Sports Facility,19.999999999999996,23.963333333333328,25
2014,6,21699195,2420,364.7,512.14,Final,Sports Facility,19.999999999999996,23.963333333333328,25
2014,6,21730449,762,129.36,177.76,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21574046,2228,336.94,472.84,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21581403,1718,253.56,415.74,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21792422,5160,683.85,985.56,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21798583,2120,290.55,415.81,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21804616,4640,690.5,972.01,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21908054,4160,654.63,911.82,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,92400110,1520,339.04,887.69,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,92404221,2360,361.89,506.52,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,92409020,3080,510.3,704.18,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,82400215,12849,1592.08,4314.0,Final,Municipal Services,19.999999999999996,23.963333333333328,25
2014,6,20199113,3362,516.71,442.12,Final,Parks & Cultural Sites,19.999999999999996,23.963333333333328,25
2014,6,20142856,3000,527.54,357.37,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,20213044,3240,506.2,706.02,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,20176086,542,59.62,0.0,,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,20131501,552,90.43,84.49,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,20186158,5723,870.81,757.0,Final,Municipal Services,19.999999999999996,23.963333333333328,25
2014,6,20161841,11270,1697.91,1328.69,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,20176086,724,129.84,138.53,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,20172054,1277,199.22,277.95,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21915458,1950,298.94,418.43,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,6,21904842,2840,471.93,650.89,Final,School/Nursery,19.999999999999996,23.963333333333328,25
2014,3,21816393,0,490.48,554.24,Estimated,Parks & Cultural Sites,92.7,11.31,15
2014,3,21820783,0,314.49,355.38,Estimated,Parks & Cultural Sites,92.7,11.31,15
2014,3,21691108,2000,333.17,438.71,Final,Sports Facility,92.7,11.31,15
2014,3,21692465,3221,473.63,635.09,Final,School/Nursery,92.7,11.31,15
2014,3,21744101,4117,614.68,822.32,Final,School/Nursery,92.7,11.31,15
2014,3,21747749,3559,533.26,713.01,Final,School/Nursery,92.7,11.31,15
2014,3,21821752,4243,604.68,814.77,Final,School/Nursery,92.7,11.31,15
2014,3,21811728,60,16.64,6.46,Final,Parks & Cultural Sites,92.7,11.31,15
2014,3,21586062,4355,628.54,845.25,Final,Sports Facility,92.7,11.31,15
2014,3,21699195,5000,686.58,930.65,Final,Sports Facility,92.7,11.31,15
2014,3,21730449,947,147.9,196.55,Final,School/Nursery,92.7,11.31,15
2014,3,21574046,2610,385.59,516.67,Final,School/Nursery,92.7,11.31,15
2014,3,21581403,2568,368.6,554.34,Final,School/Nursery,92.7,11.31,15
2014,3,21792422,6760,853.0,1172.81,Final,School/Nursery,92.7,11.31,15
2014,3,21798583,3520,541.3,720.94,Final,School/Nursery,92.7,11.31,15
2014,3,92400110,2320,422.23,948.08,Final,School/Nursery,92.7,11.31,15
2014,3,92404221,3320,494.52,661.8,Final,School/Nursery,92.7,11.31,15
2014,3,82400215,15377,1956.42,5080.0,Final,Municipal Services,92.7,11.31,15
2014,3,20199113,0,233.15,263.46,Estimated,Parks & Cultural Sites,92.7,11.31,15
2014,3,20142856,1408,235.66,310.1,Final,School/Nursery,92.7,11.31,15
2014,3,20170967,1320,246.11,319.3,Final,School/Nursery,92.7,11.31,15
2014,3,20213044,3080,499.99,658.46,Final,School/Nursery,92.7,11.31,15
2014,3,20131501,0,33.33,-8208.82,Estimated,School/Nursery,92.7,11.31,15
2014,3,20186158,0,383.74,433.62,Estimated,Municipal Services,92.7,11.31,15
2014,3,20161841,0,881.22,995.78,Estimated,School/Nursery,92.7,11.31,15
2014,3,20176086,0,101.62,114.83,Estimated,School/Nursery,92.7,11.31,15
2014,3,20183403,0,87.54,98.92,Estimated,School/Nursery,92.7,11.31,15
2014,3,20172054,3027,439.09,590.02,Final,School/Nursery,92.7,11.31,15
2014,3,21820940,1618,250.17,241.16,Final,Hospital/Medical Facility,92.7,11.31,15
2014,3,21675569,13512,2045.59,1614.74,Final,School/Nursery,92.7,11.31,15
2014,3,21823855,1655,255.73,194.61,Final,School/Nursery,92.7,11.31,15
2014,3,21915458,2595,397.17,529.36,Final,School/Nursery,92.7,11.31,15
2014,3,20134283,3140,483.3,336.82,Final,School/Nursery,92.7,11.31,15
2014,3,20170509,1274,198.65,136.59,Final,School/Nursery,92.7,11.31,15
2014,5,21816393,6727,1028.77,848.64,Final,Parks & Cultural Sites,10.3,19.05666666666667,18
2014,5,21820783,6518,990.26,989.02,Final,Parks & Cultural Sites,10.3,19.05666666666667,18
2014,5,21691108,1500,242.24,335.82,Final,Sports Facility,10.3,19.05666666666667,18
2014,5,21692465,2426,363.08,510.56,Final,School/Nursery,10.3,19.05666666666667,18
